pair,cdt,sub_id,dist,length,pcmi,sig_mi,pcgc,sig_pcgc,pcte,smvgc
RR,Rest,AnRa,-64.221542,0.4594730000000027,0.03809048937671733,1.0,0.0011245607765100196,0.0,0.2027997819311559,[0.04562896 0.04540819 0.04475857 ... 0.00013526 0.00013526 0.00013526]
FR,Rest,AnRa,-63.285557,1.395458000000005,0.005733085556475004,1.0,0.0006971300433493699,0.0,0.1257182570493555,"[2.67497502e-02 2.66253501e-02 2.62590448e-02 ... 3.47205896e-05
 3.47205381e-05 3.47205210e-05]"
FR,Rest,AnRa,-61.096764,3.584251000000002,0.000240691775491797,0.0,0.0009246758360046403,0.0,0.16675315537921886,[0.01332096 0.01320815 0.01288082 ... 0.00084239 0.00084238 0.00084238]
FR,Rest,AnRa,-53.994488,10.686527000000005,0.12707694815584958,1.0,0.003701595900659438,1.0,0.6675342561570359,[0.09784846 0.0976532  0.09707194 ... 0.00016159 0.0001616  0.0001616 ]
RR,Rest,AnRa,-53.21821600000001,11.46279899999999,0.0007309028105986215,0.0,0.0006541915120372721,0.0,0.11797485627597813,[0.00164262 0.00163727 0.00162143 ... 0.00045716 0.00045715 0.00045715]
OR,Rest,AnRa,-51.690234999999994,12.990780000000008,0.0009558499855195635,1.0,8.88242472822931e-05,0.0,0.016018287633107406,"[7.51771246e-05 7.51066741e-05 7.48966470e-05 ... 7.79568288e-05
 7.79561407e-05 7.79559114e-05]"
OR,Rest,AnRa,-50.993156,13.687859000000003,0.03292783698797308,1.0,0.000973792886567626,0.0,0.17561077103800785,"[1.74775107e-02 1.74625969e-02 1.74180118e-02 ... 5.07541663e-06
 5.07368150e-06 5.07310314e-06]"
FR,Rest,AnRa,-50.66265900000001,14.01835599999999,0.015202169085632988,1.0,0.0005970340005780894,0.0,0.1076672489845135,"[1.08477045e-02 1.08339365e-02 1.07928461e-02 ... 1.36432482e-05
 1.36432619e-05 1.36432664e-05]"
FR,Rest,AnRa,-35.33801300000001,29.34300199999999,0.0008444509176150916,1.0,0.0002947151109178314,0.0,0.05314800362452452,[0.00241152 0.00240567 0.00238831 ... 0.00026986 0.00026986 0.00026985]
RR,Rest,AnRa,-30.582311999999998,34.098703,0.030607173549576316,1.0,0.00286432991099117,1.0,0.5165443197571109,[0.04929767 0.04925691 0.04913504 ... 0.00025184 0.00025183 0.00025183]
FR,Rest,AnRa,-22.176914,42.504101000000006,8.7393204299957e-05,0.0,5.873344476725606e-05,0.0,0.010591806187505768,"[4.82153876e-06 4.83495211e-06 4.87511468e-06 ... 4.08961393e-05
 4.08959165e-05 4.08958422e-05]"
